,ZipCode,StateFIPS
1422,4221,23
1423,4222,23
1424,4223,23
1425,4224,23
1426,4224,23
1427,4225,23
1428,4226,23
1429,4227,23
1430,4228,23
1431,4230,23
1432,4231,23
1433,4234,23
1434,4236,23
1435,4237,23
1436,4238,23
1437,4239,23
1438,4240,23
1439,4241,23
1440,4243,23
1441,4250,23
1442,4252,23
1443,4253,23
1444,4254,23
1445,4255,23
1446,4256,23
1447,4257,23
1448,4258,23
1449,4259,23
1450,4260,23
1451,4261,23
1452,4262,23
1453,4263,23
1454,4265,23
1455,4266,23
1456,4267,23
1457,4268,23
1458,4270,23
1459,4271,23
1460,4274,23
1461,4275,23
1462,4276,23
1463,4280,23
1464,4281,23
1465,4282,23
1466,4284,23
1467,4285,23
1468,4286,23
1469,4287,23
1470,4288,23
1471,4289,23
1472,4290,23
1473,4291,23
1474,4292,23
1475,4294,23
1476,4330,23
1477,4332,23
1478,4333,23
1479,4336,23
1480,4338,23
1481,4341,23
1482,4342,23
1483,4343,23
1484,4344,23
1485,4345,23
1486,4346,23
1487,4347,23
1488,4348,23
1489,4349,23
1490,4350,23
1491,4351,23
1492,4352,23
1493,4353,23
1494,4354,23
1495,4355,23
1496,4357,23
1497,4358,23
1498,4359,23
1499,4360,23
1500,4363,23
1501,4364,23
1502,4401,23
1503,4402,23
1504,4406,23
1505,4408,23
1506,4408,23
1507,4410,23
1508,4411,23
1509,4412,23
1510,4413,23
1511,4414,23
1512,4415,23
1513,4416,23
1514,4417,23
1515,4418,23
1516,4419,23
1517,4420,23
1518,4421,23
1519,4422,23
1520,4424,23
1521,4424,23
1522,4426,23
1523,4427,23
1524,4428,23
1525,4429,23
1526,4429,23
1527,4430,23
1528,4431,23
1529,4434,23
1530,4435,23
1531,4438,23
1532,4441,23
1533,4442,23
1534,4442,23
1535,4443,23
1536,4444,23
1537,4448,23
1538,4449,23
1539,4450,23
1540,4451,23
1541,4451,23
1542,4453,23
1543,4453,23
1544,4454,23
1545,4455,23
1546,4456,23
1547,4457,23
1548,4459,23
1549,4460,23
1550,4461,23
1551,4462,23
1552,4462,23
1553,4463,23
1554,4463,23
1555,4464,23
1556,4468,23
1557,4469,23
1558,4471,23
1559,4472,23
1560,4473,23
1561,4474,23
1562,4475,23
1563,4476,23
1564,4478,23
1565,4479,23
1566,4481,23
1567,4485,23
1568,4487,23
1569,4487,23
1570,4488,23
1571,4489,23
1572,4490,23
1573,4491,23
1574,4492,23
1575,4493,23
1576,4495,23
1577,4496,23
1578,4497,23
1579,4497,23
1580,4530,23
1581,4535,23
1582,4537,23
1583,4538,23
1584,4539,23
1585,4541,23
1586,4543,23
1587,4544,23
1588,4547,23
1589,4548,23
1590,4549,23
1591,4551,23
1592,4553,23
1593,4554,23
1594,4555,23
1595,4556,23
1596,4558,23
1597,4562,23
1598,4563,23
1599,4564,23
1600,4565,23
1601,4568,23
1602,4570,23
1603,4571,23
1604,4572,23
1605,4573,23
1606,4574,23
1607,4575,23
1608,4576,23
1609,4578,23
1610,4579,23
1611,4605,23
1612,4606,23
1613,4607,23
1614,4609,23
1615,4611,23
1616,4612,23
1617,4613,23
1618,4614,23
1619,4616,23
1620,4617,23
1621,4619,23
1622,4622,23
1623,4623,23
1624,4624,23
1625,4625,23
1626,4626,23
1627,4627,23
1628,4628,23
1629,4629,23
1630,4630,23
1631,4631,23
1632,4634,23
1633,4635,23
1634,4637,23
1635,4640,23
1636,4642,23
1637,4643,23
1638,4644,23
1639,4645,23
1640,4646,23
1641,4648,23
1642,4649,23
1643,4650,23
1644,4652,23
1645,4653,23
1646,4654,23
1647,4655,23
1648,4657,23
1649,4658,23
1650,4660,23
1651,4662,23
1652,4664,23
1653,4666,23
1654,4667,23
1655,4668,23
1656,4669,23
1657,4671,23
1658,4672,23
1659,4673,23
1660,4674,23
1661,4675,23
1662,4676,23
1663,4677,23
1664,4679,23
1665,4680,23
1666,4681,23
1667,4683,23
1668,4684,23
1669,4685,23
1670,4686,23
1671,4691,23
1672,4693,23
1673,4694,23
1674,4730,23
1675,4732,23
1676,4733,23
1677,4734,23
1678,4735,23
1679,4736,23
1680,4737,23
1681,4738,23
1682,4739,23
1683,4740,23
1684,4741,23
1685,4742,23
1686,4743,23
1687,4744,23
1688,4745,23
1689,4746,23
1690,4747,23
1691,4750,23
1692,4751,23
1693,4756,23
1694,4757,23
1695,4758,23
1696,4760,23
1697,4761,23
1698,4762,23
1699,4763,23
1700,4764,23
1701,4765,23
1702,4765,23
1703,4766,23
1704,4768,23
1705,4769,23
1706,4772,23
1707,4773,23
1708,4774,23
1709,4775,23
1710,4776,23
1711,4777,23
1712,4779,23
1713,4780,23
1714,4781,23
1715,4783,23
1716,4785,23
1717,4786,23
1718,4787,23
1719,4841,23
1720,4843,23
1721,4847,23
1722,4848,23
1723,4849,23
1724,4850,23
1725,4851,23
1726,4852,23
1727,4853,23
1728,4854,23
1729,4855,23
1730,4856,23
1731,4858,23
1732,4859,23
1733,4860,23
1734,4861,23
1735,4862,23
1736,4863,23
1737,4864,23
1738,4865,23
1739,4901,23
1740,4903,23
1741,4910,23
1742,4911,23
1743,4912,23
1744,4915,23
1745,4917,23
1746,4918,23
1747,4920,23
1748,4921,23
1749,4922,23
1750,4923,23
1751,4923,23
1752,4924,23
1753,4925,23
1754,4926,23
1755,4927,23
1756,4928,23
1757,4929,23
1758,4930,23
1759,4930,23
1760,4930,23
1761,4932,23
1762,4933,23
1763,4935,23
1764,4936,23
1765,4937,23
1766,4938,23
1767,4939,23
1768,4940,23
1769,4941,23
1770,4942,23
1771,4942,23
1772,4943,23
1773,4944,23
1774,4945,23
1775,4947,23
1776,4949,23
1777,4950,23
1778,4951,23
1779,4952,23
1780,4953,23
1781,4953,23
1782,4954,23
1783,4955,23
1784,4956,23
1785,4957,23
1786,4957,23
1787,4958,23
1788,4961,23
1789,4962,23
1790,4963,23
1791,4964,23
1792,4965,23
1793,4966,23
1794,4967,23
1795,4969,23
1796,4970,23
1797,4971,23
