ZipCode,Sequence,State,City,County,StateFIPS,CountyFIPS,Percent
00501,1,NY,Holtsville,Suffolk,36,103,100
00544,1,NY,Holtsville,Suffolk,36,103,100
00601,1,PR,Adjuntas,Adjuntas,72,001,100
00602,1,PR,Aguada,Aguada,72,003,100
00603,1,PR,Aguadilla,Aguadilla,72,005,100
00604,1,PR,Aguadilla,Aguadilla,72,005,100
00605,1,PR,Aguadilla,Aguadilla,72,005,100
00606,1,PR,Maricao,Maricao,72,093,100
00610,1,PR,Anasco,Anasco,72,011,100
00611,1,PR,Angeles,Utuado,72,141,100
00612,1,PR,Arecibo,Arecibo,72,013,100
00613,1,PR,Arecibo,Arecibo,72,013,100
00614,1,PR,Arecibo,Arecibo,72,013,100
00616,1,PR,Bajadero,Arecibo,72,013,100
00617,1,PR,Barceloneta,Barceloneta,72,017,86
00617,2,PR,Barceloneta,Florida,72,054,14
00622,1,PR,Boqueron,Cabo Rojo,72,023,100
00623,1,PR,Cabo Rojo,Cabo Rojo,72,023,100
00624,1,PR,Penuelas,Penuelas,72,111,100
00627,1,PR,Camuy,Camuy,72,027,100
00631,1,PR,Castaner,Lares,72,081,100
00636,1,PR,Rosario,San German,72,125,100
00637,1,PR,Sabana Grande,Sabana Grande,72,121,100
00638,1,PR,Ciales,Ciales,72,039,100
00641,1,PR,Utuado,Utuado,72,141,100
00646,1,PR,Dorado,Dorado,72,051,100
00647,1,PR,Ensenada,Guanica,72,055,100
00650,1,PR,Florida,Florida,72,054,66
00650,2,PR,Florida,Utuado,72,141,20
00650,3,PR,Florida,Arecibo,72,013,8
00650,4,PR,Florida,Ciales,72,039,6
00652,1,PR,Garrochales,Arecibo,72,013,100
00653,1,PR,Guanica,Guanica,72,055,100
00656,1,PR,Guayanilla,Guayanilla,72,059,100
00659,1,PR,Hatillo,Hatillo,72,065,100
00660,1,PR,Hormigueros,Hormigueros,72,067,100
00662,1,PR,Isabela,Isabela,72,071,100
00664,1,PR,Jayuya,Jayuya,72,073,100
00667,1,PR,Lajas,Lajas,72,079,100
00669,1,PR,Lares,Lares,72,081,100
00670,1,PR,Las Marias,Camuy,72,027,50
00670,2,PR,Las Marias,Las Marias,72,083,50
00674,1,PR,Manati,Manati,72,091,100
00676,1,PR,Moca,Moca,72,099,100
00677,1,PR,Rincon,Rincon,72,117,100
00678,1,PR,Quebradillas,Quebradillas,72,115,94
00678,2,PR,Quebradillas,Isabela,72,071,6
00680,1,PR,Mayaguez,Mayaguez,72,097,96
00680,2,PR,Mayaguez,San German,72,125,4
00681,1,PR,Mayaguez,Mayaguez,72,097,100
00682,1,PR,Mayaguez,Mayaguez,72,097,100
00683,1,PR,San German,San German,72,125,100
00685,1,PR,San Sebastian,San Sebastian,72,131,89
00685,2,PR,San Sebastian,Isabela,72,071,11
00687,1,PR,Morovis,Morovis,72,101,100
00688,1,PR,Sabana Hoyos,Arecibo,72,013,100
00690,1,PR,San Antonio,Aguadilla,72,005,100
00692,1,PR,Vega Alta,Vega Alta,72,143,100
00693,1,PR,Vega Baja,Vega Baja,72,145,100
00694,1,PR,Vega Baja,Vega Baja,72,145,79
00694,2,PR,Vega Baja,Vega Alta,72,143,21
00698,1,PR,Yauco,Yauco,72,153,100
00703,1,PR,Aguas Buenas,Aguas Buenas,72,007,100
00704,1,PR,Aguirre,Salinas,72,123,99
00704,2,PR,Aguirre,Guayama,72,057,1
00705,1,PR,Aibonito,Aibonito,72,009,100
00707,1,PR,Maunabo,Maunabo,72,095,100
00714,1,PR,Arroyo,Arroyo,72,015,100
00715,1,PR,Mercedita,Ponce,72,113,100
00716,1,PR,Ponce,Ponce,72,113,100
00717,1,PR,Ponce,Ponce,72,113,100
00718,1,PR,Naguabo,Naguabo,72,103,100
00719,1,PR,Naranjito,Naranjito,72,105,100
00720,1,PR,Orocovis,Orocovis,72,107,100
00721,1,PR,Palmer,Rio Grande,72,119,100
00723,1,PR,Patillas,Patillas,72,109,100
00725,1,PR,Caguas,Caguas,72,025,100
00726,1,PR,Caguas,Caguas,72,025,100
00727,1,PR,Caguas,Caguas,72,025,100
00728,1,PR,Ponce,Ponce,72,113,100
00729,1,PR,Canovanas,Canovanas,72,029,94
00729,2,PR,Canovanas,Loiza,72,087,6
00730,1,PR,Ponce,Ponce,72,113,100
00731,1,PR,Ponce,Ponce,72,113,100
00732,1,PR,Ponce,Ponce,72,113,100
00733,1,PR,Ponce,Ponce,72,113,100
00734,1,PR,Ponce,Ponce,72,113,100
00735,1,PR,Ceiba,Ceiba,72,037,100
00736,1,PR,Cayey,Cayey,72,035,97
00736,2,PR,Cayey,Cidra,72,041,3
00737,1,PR,Cayey,Cayey,72,035,100
00738,1,PR,Fajardo,Fajardo,72,053,100
00739,1,PR,Cidra,Cidra,72,041,100
00740,1,PR,Puerto Real,Fajardo,72,053,100
00741,1,PR,Punta Santiago,Humacao,72,069,100
00742,1,PR,Roosevelt Roads,Ceiba,72,037,100
00744,1,PR,Rio Blanco,Naguabo,72,103,100
00745,1,PR,Rio Grande,Humacao,72,069,76
00745,2,PR,Rio Grande,Rio Grande,72,119,22
00745,3,PR,Rio Grande,Canovanas,72,029,2
00751,1,PR,Salinas,Salinas,72,123,100
00754,1,PR,San Lorenzo,San Lorenzo,72,129,100
00757,1,PR,Santa Isabel,Santa Isabel,72,133,100
00765,1,PR,Vieques,Vieques,72,147,100
00766,1,PR,Villalba,Villalba,72,149,100
00767,1,PR,Yabucoa,Yabucoa,72,151,100
00769,1,PR,Coamo,Coamo,72,043,100
00771,1,PR,Las Piedras,Las Piedras,72,085,100
00772,1,PR,Loiza,Loiza,72,087,100
00773,1,PR,Luquillo,Luquillo,72,089,100
00775,1,PR,Culebra,Culebra,72,049,100
00777,1,PR,Juncos,Juncos,72,077,100
00778,1,PR,Gurabo,Gurabo,72,063,100
00780,1,PR,Coto Laurel,Ponce,72,113,100
00782,1,PR,Comerio,Comerio,72,045,100
00783,1,PR,Corozal,Corozal,72,047,100
00784,1,PR,Guayama,Guayama,72,057,100
00785,1,PR,Guayama,Guayama,72,057,83
00785,2,PR,Guayama,Guayanilla,72,059,17
00786,1,PR,La Plata,Aibonito,72,009,100
00791,1,PR,Humacao,Humacao,72,069,100
00792,1,PR,Humacao,Humacao,72,069,100
00794,1,PR,Barranquitas,Barranquitas,72,019,100
00795,1,PR,Juana Diaz,Juana Diaz,72,075,100
00801,1,VI,Saint Thomas,Saint Thomas,78,030,100
00802,1,VI,Saint Thomas,Saint Thomas,78,030,100
00803,1,VI,Saint Thomas,Saint Thomas,78,030,100
00804,1,VI,Saint Thomas,Saint Thomas,78,030,100
00805,1,VI,Saint Thomas,Saint Thomas,78,030,100
00820,1,VI,Christiansted,Saint Croix,78,010,100
00821,1,VI,Christiansted,Saint Croix,78,010,100
00822,1,VI,Christiansted,Saint Croix,78,010,100
00823,1,VI,Christiansted,Saint Croix,78,010,100
00824,1,VI,Christiansted,Saint Croix,78,010,100
00830,1,VI,Saint John,Saint John,78,020,100
00831,1,VI,Saint John,Saint John,78,020,100
00840,1,VI,Frederiksted,Saint Croix,78,010,100
00841,1,VI,Frederiksted,Saint Croix,78,010,100
00850,1,VI,Kingshill,Saint Croix,78,010,100
00851,1,VI,Kingshill,Saint Croix,78,010,100
00901,1,PR,San Juan,San Juan,72,127,100
00902,1,PR,San Juan,San Juan,72,127,100
00906,1,PR,San Juan,San Juan,72,127,100
00907,1,PR,San Juan,San Juan,72,127,100
00908,1,PR,San Juan,San Juan,72,127,100
00909,1,PR,San Juan,San Juan,72,127,100
00910,1,PR,San Juan,San Juan,72,127,100
00911,1,PR,San Juan,San Juan,72,127,100
00912,1,PR,San Juan,San Juan,72,127,100
00913,1,PR,San Juan,San Juan,72,127,100
00914,1,PR,San Juan,San Juan,72,127,100
00915,1,PR,San Juan,San Juan,72,127,100
00916,1,PR,San Juan,San Juan,72,127,100
00917,1,PR,San Juan,San Juan,72,127,100
00918,1,PR,San Juan,San Juan,72,127,100
00919,1,PR,San Juan,San Juan,72,127,100
00920,1,PR,San Juan,San Juan,72,127,100
00921,1,PR,San Juan,San Juan,72,127,100
00922,1,PR,San Juan,San Juan,72,127,100
00923,1,PR,San Juan,San Juan,72,127,100
00924,1,PR,San Juan,San Juan,72,127,100
00925,1,PR,San Juan,San Juan,72,127,100
00926,1,PR,San Juan,San Juan,72,127,95
00926,2,PR,San Juan,Trujillo Alto,72,139,5
00927,1,PR,San Juan,San Juan,72,127,100
00928,1,PR,San Juan,San Juan,72,127,100
00929,1,PR,San Juan,San Juan,72,127,100
00930,1,PR,San Juan,San Juan,72,127,100
00931,1,PR,San Juan,San Juan,72,127,100
00933,1,PR,San Juan,San Juan,72,127,100
00934,1,PR,Fort Buchanan,Bayamon,72,021,89
00934,2,PR,Fort Buchanan,Guaynabo,72,061,11
00935,1,PR,San Juan,San Juan,72,127,100
00936,1,PR,San Juan,San Juan,72,127,100
00937,1,PR,San Juan,San Juan,72,127,100
00939,1,PR,San Juan,San Juan,72,127,100
00940,1,PR,San Juan,San Juan,72,127,100
00949,1,PR,Toa Baja,Toa Baja,72,137,100
00950,1,PR,Toa Baja,Toa Baja,72,137,100
00951,1,PR,Toa Baja,Toa Baja,72,137,100
00952,1,PR,Sabana Seca,Toa Baja,72,137,96
00952,2,PR,Sabana Seca,Bayamon,72,021,4
00953,1,PR,Toa Alta,Toa Alta,72,135,100
00954,1,PR,Toa Alta,Toa Alta,72,135,100
00955,1,PR,San Juan,San Juan,72,127,100
00956,1,PR,Bayamon,Bayamon,72,021,100
00957,1,PR,Bayamon,Bayamon,72,021,94
00957,2,PR,Bayamon,Toa Alta,72,135,6
00958,1,PR,Bayamon,Bayamon,72,021,100
00959,1,PR,Bayamon,Bayamon,72,021,100
00960,1,PR,Bayamon,Bayamon,72,021,100
00961,1,PR,Bayamon,Bayamon,72,021,100
00962,1,PR,Catano,Catano,72,033,100
00963,1,PR,Catano,Catano,72,033,100
00965,1,PR,Guaynabo,Guaynabo,72,061,100
00966,1,PR,Guaynabo,Guaynabo,72,061,96
00966,2,PR,Guaynabo,San Juan,72,127,4
00968,1,PR,Guaynabo,Guaynabo,72,061,100
00969,1,PR,Guaynabo,Guaynabo,72,061,85
00969,2,PR,Guaynabo,San Juan,72,127,12
00969,3,PR,Guaynabo,Bayamon,72,021,3
00970,1,PR,Guaynabo,Guaynabo,72,061,100
00971,1,PR,Guaynabo,Guaynabo,72,061,100
00975,1,PR,San Juan,San Juan,72,127,100
00976,1,PR,Trujillo Alto,Trujillo Alto,72,139,98
00976,2,PR,Trujillo Alto,San Juan,72,127,2
00977,1,PR,Trujillo Alto,Trujillo Alto,72,139,100
00978,1,PR,Saint Just,Trujillo Alto,72,139,100
00979,1,PR,Carolina,San Juan,72,127,55
00979,2,PR,Carolina,Carolina,72,031,45
00981,1,PR,Carolina,Carolina,72,031,67
00981,2,PR,Carolina,San Juan,72,127,33
00982,1,PR,Carolina,Carolina,72,031,100
00983,1,PR,Carolina,Carolina,72,031,100
00984,1,PR,Carolina,Carolina,72,031,100
00985,1,PR,Carolina,Carolina,72,031,100
00986,1,PR,Carolina,Carolina,72,031,100
00987,1,PR,Carolina,Carolina,72,031,100
00988,1,PR,Carolina,Carolina,72,031,100
01001,1,MA,Agawam,Hampden,25,013,100
01002,1,MA,Amherst,Hampshire,25,015,91
01002,2,MA,Amherst,Franklin,25,011,9
01003,1,MA,Amherst,Hampshire,25,015,100
01004,1,MA,Amherst,Hampshire,25,015,100
01005,1,MA,Barre,Worcester,25,027,100
01007,1,MA,Belchertown,Hampshire,25,015,100
01008,1,MA,Blandford,Hampden,25,013,96
01008,2,MA,Blandford,Berkshire,25,003,4
01009,1,MA,Bondsville,Hampden,25,013,100
01010,1,MA,Brimfield,Hampden,25,013,100
01011,1,MA,Chester,Hampden,25,013,52
01011,2,MA,Chester,Berkshire,25,003,44
01011,3,MA,Chester,Hampshire,25,015,4
01012,1,MA,Chesterfield,Hampshire,25,015,100
01013,1,MA,Chicopee,Hampden,25,013,100
01014,1,MA,Chicopee,Hampden,25,013,100
01020,1,MA,Chicopee,Hampden,25,013,100
01021,1,MA,Chicopee,Hampden,25,013,100
01022,1,MA,Chicopee,Hampden,25,013,100
01026,1,MA,Cummington,Hampshire,25,015,100
01027,1,MA,Easthampton,Hampshire,25,015,100
01028,1,MA,East Longmeadow,Hampden,25,013,100
01029,1,MA,East Otis,Berkshire,25,003,100
01030,1,MA,Feeding Hills,Hampden,25,013,100
01031,1,MA,Gilbertville,Worcester,25,027,100
01032,1,MA,Goshen,Hampshire,25,015,97
01032,2,MA,Goshen,Franklin,25,011,3
01033,1,MA,Granby,Hampshire,25,015,100
01034,1,MA,Granville,Hampden,25,013,100
01035,1,MA,Hadley,Hampshire,25,015,100
01036,1,MA,Hampden,Hampden,25,013,100
01037,1,MA,Hardwick,Worcester,25,027,100
01038,1,MA,Hatfield,Hampshire,25,015,100
01039,1,MA,Haydenville,Hampshire,25,015,100
01040,1,MA,Holyoke,Hampden,25,013,100
01041,1,MA,Holyoke,Hampden,25,013,100
01050,1,MA,Huntington,Hampshire,25,015,69
01050,2,MA,Huntington,Hampden,25,013,31
01053,1,MA,Leeds,Hampshire,25,015,100
01054,1,MA,Leverett,Franklin,25,011,75
01054,2,MA,Leverett,Hampshire,25,015,25
01056,1,MA,Ludlow,Hampden,25,013,100
01057,1,MA,Monson,Hampden,25,013,100
01059,1,MA,North Amherst,Hampshire,25,015,100
01060,1,MA,Northampton,Hampshire,25,015,100
01061,1,MA,Northampton,Hampshire,25,015,100
01062,1,MA,Florence,Hampshire,25,015,100
01063,1,MA,Northampton,Hampshire,25,015,100
01066,1,MA,North Hatfield,Hampshire,25,015,100
01068,1,MA,Oakham,Worcester,25,027,100
01069,1,MA,Palmer,Hampden,25,013,100
01070,1,MA,Plainfield,Hampshire,25,015,100
01071,1,MA,Russell,Hampden,25,013,100
01072,1,MA,Shutesbury,Franklin,25,011,100
01073,1,MA,Southampton,Hampshire,25,015,100
01074,1,MA,South Barre,Worcester,25,027,100
01075,1,MA,South Hadley,Hampshire,25,015,99
01075,2,MA,South Hadley,Hampden,25,013,1
01077,1,MA,Southwick,Hampden,25,013,100
01079,1,MA,Thorndike,Hampden,25,013,100
01080,1,MA,Three Rivers,Hampden,25,013,100
01081,1,MA,Wales,Hampden,25,013,100
01082,1,MA,Ware,Hampshire,25,015,96
01082,2,MA,Ware,Worcester,25,027,4
01083,1,MA,Warren,Worcester,25,027,100
01084,1,MA,West Chesterfield,Hampshire,25,015,100
01085,1,MA,Westfield,Hampden,25,013,100
01086,1,MA,Westfield,Hampden,25,013,100
01088,1,MA,West Hatfield,Hampshire,25,015,100
01089,1,MA,West Springfield,Hampden,25,013,100
01090,1,MA,West Springfield,Hampden,25,013,100
01092,1,MA,West Warren,Worcester,25,027,100
01093,1,MA,Whately,Franklin,25,011,100
01094,1,MA,Wheelwright,Worcester,25,027,100
01095,1,MA,Wilbraham,Hampden,25,013,100
01096,1,MA,Williamsburg,Hampshire,25,015,93
01096,2,MA,Williamsburg,Franklin,25,011,7
01097,1,MA,Woronoco,Hampden,25,013,100
01098,1,MA,Worthington,Hampshire,25,015,100
01101,1,MA,Springfield,Hampden,25,013,100
01102,1,MA,Springfield,Hampden,25,013,100
01103,1,MA,Springfield,Hampden,25,013,100
01104,1,MA,Springfield,Hampden,25,013,100
01105,1,MA,Springfield,Hampden,25,013,100
01106,1,MA,Longmeadow,Hampden,25,013,100
01107,1,MA,Springfield,Hampden,25,013,100
01108,1,MA,Springfield,Hampden,25,013,100
01109,1,MA,Springfield,Hampden,25,013,100
01111,1,MA,Springfield,Hampden,25,013,100
01115,1,MA,Springfield,Hampden,25,013,100
01116,1,MA,Longmeadow,Hampden,25,013,100
01118,1,MA,Springfield,Hampden,25,013,100
01119,1,MA,Springfield,Hampden,25,013,100
01128,1,MA,Springfield,Hampden,25,013,100
01129,1,MA,Springfield,Hampden,25,013,100
01138,1,MA,Springfield,Hampden,25,013,100
01139,1,MA,Springfield,Hampden,25,013,100
01144,1,MA,Springfield,Hampden,25,013,100
01151,1,MA,Indian Orchard,Hampden,25,013,100
01152,1,MA,Springfield,Hampden,25,013,100
01199,1,MA,Springfield,Hampden,25,013,100
01201,1,MA,Pittsfield,Berkshire,25,003,100
01202,1,MA,Pittsfield,Berkshire,25,003,100
01203,1,MA,Pittsfield,Berkshire,25,003,100
01220,1,MA,Adams,Berkshire,25,003,100
01222,1,MA,Ashley Falls,Berkshire,25,003,100
01223,1,MA,Becket,Hampden,25,013,51
01223,2,MA,Becket,Berkshire,25,003,49
01224,1,MA,Berkshire,Berkshire,25,003,100
01225,1,MA,Cheshire,Berkshire,25,003,100
01226,1,MA,Dalton,Berkshire,25,003,100
01227,1,MA,Dalton,Berkshire,25,003,100
01229,1,MA,Glendale,Berkshire,25,003,100
01230,1,MA,Great Barrington,Berkshire,25,003,100
01235,1,MA,Hinsdale,Berkshire,25,003,100
01236,1,MA,Housatonic,Berkshire,25,003,100
01237,1,MA,Lanesborough,Berkshire,25,003,100
01238,1,MA,Lee,Berkshire,25,003,100
01240,1,MA,Lenox,Berkshire,25,003,100
01242,1,MA,Lenox Dale,Berkshire,25,003,100
01243,1,MA,Middlefield,Hampshire,25,015,100
01244,1,MA,Mill River,Berkshire,25,003,100
01245,1,MA,Monterey,Berkshire,25,003,100
01247,1,MA,North Adams,Berkshire,25,003,100
01252,1,MA,North Egremont,Berkshire,25,003,100
01253,1,MA,Otis,Berkshire,25,003,100
01254,1,MA,Richmond,Berkshire,25,003,100
01255,1,MA,Sandisfield,Berkshire,25,003,100
01256,1,MA,Savoy,Berkshire,25,003,100
01257,1,MA,Sheffield,Berkshire,25,003,100
01258,1,MA,South Egremont,Berkshire,25,003,100
01259,1,MA,Southfield,Berkshire,25,003,100
01260,1,MA,South Lee,Berkshire,25,003,100
01262,1,MA,Stockbridge,Berkshire,25,003,100
01263,1,MA,Stockbridge,Berkshire,25,003,100
01264,1,MA,Tyringham,Berkshire,25,003,100
01266,1,MA,West Stockbridge,Berkshire,25,003,100
01267,1,MA,Williamstown,Berkshire,25,003,100
01270,1,MA,Windsor,Berkshire,25,003,100
01301,1,MA,Greenfield,Franklin,25,011,100
01302,1,MA,Greenfield,Franklin,25,011,100
01330,1,MA,Ashfield,Franklin,25,011,100
01331,1,MA,Athol,Worcester,25,027,89
01331,2,MA,Athol,Franklin,25,011,11
01337,1,MA,Bernardston,Franklin,25,011,100
01338,1,MA,Buckland,Franklin,25,011,100
01339,1,MA,Charlemont,Franklin,25,011,100
01340,1,MA,Colrain,Franklin,25,011,100
01341,1,MA,Conway,Franklin,25,011,100
01342,1,MA,Deerfield,Franklin,25,011,100
01343,1,MA,Drury,Berkshire,25,003,100
01344,1,MA,Erving,Franklin,25,011,100
01346,1,MA,Heath,Franklin,25,011,100
01347,1,MA,Lake Pleasant,Franklin,25,011,100
01349,1,MA,Millers Falls,Franklin,25,011,100
01350,1,MA,Monroe Bridge,Franklin,25,011,100
01351,1,MA,Montague,Franklin,25,011,100
01354,1,MA,Gill,Franklin,25,011,100
01355,1,MA,New Salem,Franklin,25,011,100
01360,1,MA,Northfield,Franklin,25,011,100
01364,1,MA,Orange,Franklin,25,011,100
01366,1,MA,Petersham,Franklin,25,011,52
01366,2,MA,Petersham,Worcester,25,027,48
01367,1,MA,Rowe,Franklin,25,011,100
01368,1,MA,Royalston,Worcester,25,027,100
01370,1,MA,Shelburne Falls,Franklin,25,011,100
01373,1,MA,South Deerfield,Franklin,25,011,100
01375,1,MA,Sunderland,Franklin,25,011,100
01376,1,MA,Turners Falls,Franklin,25,011,100
01378,1,MA,Warwick,Franklin,25,011,100
01379,1,MA,Wendell,Franklin,25,011,100
01380,1,MA,Wendell Depot,Franklin,25,011,100
01420,1,MA,Fitchburg,Worcester,25,027,100
01430,1,MA,Ashburnham,Worcester,25,027,100
01431,1,MA,Ashby,Middlesex,25,017,100
01432,1,MA,Ayer,Middlesex,25,017,100
01434,1,MA,Devens,Worcester,25,027,51
01434,2,MA,Devens,Middlesex,25,017,49
01436,1,MA,Baldwinville,Worcester,25,027,100
01438,1,MA,East Templeton,Worcester,25,027,100
01440,1,MA,Gardner,Worcester,25,027,100
01441,1,MA,Westminster,Worcester,25,027,100
01450,1,MA,Groton,Middlesex,25,017,100
01451,1,MA,Harvard,Worcester,25,027,100
01452,1,MA,Hubbardston,Worcester,25,027,100
01453,1,MA,Leominster,Worcester,25,027,100
01460,1,MA,Littleton,Middlesex,25,017,100
01462,1,MA,Lunenburg,Worcester,25,027,100
01463,1,MA,Pepperell,Middlesex,25,017,100
01464,1,MA,Shirley,Middlesex,25,017,100
01467,1,MA,Still River,Worcester,25,027,100
01468,1,MA,Templeton,Worcester,25,027,100
01469,1,MA,Townsend,Middlesex,25,017,100
01470,1,MA,Groton,Middlesex,25,017,100
01471,1,MA,Groton,Middlesex,25,017,100
01472,1,MA,West Groton,Middlesex,25,017,100
01473,1,MA,Westminster,Worcester,25,027,100
01474,1,MA,West Townsend,Middlesex,25,017,100
01475,1,MA,Winchendon,Worcester,25,027,100
01501,1,MA,Auburn,Worcester,25,027,100
01503,1,MA,Berlin,Worcester,25,027,100
01504,1,MA,Blackstone,Worcester,25,027,100
01505,1,MA,Boylston,Worcester,25,027,100
01506,1,MA,Brookfield,Worcester,25,027,100
01507,1,MA,Charlton,Worcester,25,027,100
01508,1,MA,Charlton City,Worcester,25,027,100
01509,1,MA,Charlton Depot,Worcester,25,027,100
01510,1,MA,Clinton,Worcester,25,027,100
01515,1,MA,East Brookfield,Worcester,25,027,100
01516,1,MA,Douglas,Worcester,25,027,100
01518,1,MA,Fiskdale,Worcester,25,027,100
01519,1,MA,Grafton,Worcester,25,027,100
01520,1,MA,Holden,Worcester,25,027,100
01521,1,MA,Holland,Hampden,25,013,100
01522,1,MA,Jefferson,Worcester,25,027,100
01523,1,MA,Lancaster,Worcester,25,027,100
01524,1,MA,Leicester,Worcester,25,027,100
01525,1,MA,Linwood,Worcester,25,027,100
01526,1,MA,Manchaug,Worcester,25,027,100
01527,1,MA,Millbury,Worcester,25,027,100
01529,1,MA,Millville,Worcester,25,027,100
01531,1,MA,New Braintree,Worcester,25,027,100
01532,1,MA,Northborough,Worcester,25,027,100
01534,1,MA,Northbridge,Worcester,25,027,100
01535,1,MA,North Brookfield,Worcester,25,027,100
01536,1,MA,North Grafton,Worcester,25,027,100
01537,1,MA,North Oxford,Worcester,25,027,100
01538,1,MA,North Uxbridge,Worcester,25,027,100
01540,1,MA,Oxford,Worcester,25,027,100
01541,1,MA,Princeton,Worcester,25,027,100
01542,1,MA,Rochdale,Worcester,25,027,100
01543,1,MA,Rutland,Worcester,25,027,100
01545,1,MA,Shrewsbury,Worcester,25,027,100
01546,1,MA,Shrewsbury,Worcester,25,027,100
01550,1,MA,Southbridge,Worcester,25,027,100
01560,1,MA,South Grafton,Worcester,25,027,100
01561,1,MA,South Lancaster,Worcester,25,027,100
01562,1,MA,Spencer,Worcester,25,027,100
01564,1,MA,Sterling,Worcester,25,027,100
01566,1,MA,Sturbridge,Worcester,25,027,100
01568,1,MA,Upton,Worcester,25,027,100
01569,1,MA,Uxbridge,Worcester,25,027,100
01570,1,MA,Webster,Worcester,25,027,100
01571,1,MA,Dudley,Worcester,25,027,100
01581,1,MA,Westborough,Worcester,25,027,100
01583,1,MA,West Boylston,Worcester,25,027,100
01585,1,MA,West Brookfield,Worcester,25,027,100
01586,1,MA,West Millbury,Worcester,25,027,100
01588,1,MA,Whitinsville,Worcester,25,027,100
01590,1,MA,Sutton,Worcester,25,027,100
01601,1,MA,Worcester,Worcester,25,027,100
01602,1,MA,Worcester,Worcester,25,027,100
01603,1,MA,Worcester,Worcester,25,027,100
01604,1,MA,Worcester,Worcester,25,027,100
01605,1,MA,Worcester,Worcester,25,027,100
01606,1,MA,Worcester,Worcester,25,027,100
01607,1,MA,Worcester,Worcester,25,027,100
01608,1,MA,Worcester,Worcester,25,027,100
01609,1,MA,Worcester,Worcester,25,027,100
01610,1,MA,Worcester,Worcester,25,027,100
01611,1,MA,Cherry Valley,Worcester,25,027,100
01612,1,MA,Paxton,Worcester,25,027,100
01613,1,MA,Worcester,Worcester,25,027,100
01614,1,MA,Worcester,Worcester,25,027,100
01615,1,MA,Worcester,Worcester,25,027,100
01653,1,MA,Worcester,Worcester,25,027,100
01655,1,MA,Worcester,Worcester,25,027,100
01701,1,MA,Framingham,Middlesex,25,017,100
01702,1,MA,Framingham,Middlesex,25,017,100
01703,1,MA,Framingham,Middlesex,25,017,100
01704,1,MA,Framingham,Middlesex,25,017,100
01705,1,MA,Framingham,Middlesex,25,017,100
01718,1,MA,Acton,Middlesex,25,017,100
01719,1,MA,Boxborough,Middlesex,25,017,100
01720,1,MA,Acton,Middlesex,25,017,100
01721,1,MA,Ashland,Middlesex,25,017,100
01730,1,MA,Bedford,Middlesex,25,017,100
01731,1,MA,Hanscom AFB,Middlesex,25,017,100
01740,1,MA,Bolton,Worcester,25,027,100
01741,1,MA,Carlisle,Middlesex,25,017,100
01742,1,MA,Concord,Middlesex,25,017,100
01745,1,MA,Fayville,Worcester,25,027,100
01746,1,MA,Holliston,Middlesex,25,017,100
01747,1,MA,Hopedale,Worcester,25,027,100
01748,1,MA,Hopkinton,Middlesex,25,017,100
01749,1,MA,Hudson,Middlesex,25,017,100
01752,1,MA,Marlborough,Middlesex,25,017,100
01754,1,MA,Maynard,Middlesex,25,017,100
01756,1,MA,Mendon,Worcester,25,027,100
01757,1,MA,Milford,Worcester,25,027,100
01760,1,MA,Natick,Middlesex,25,017,100
01770,1,MA,Sherborn,Middlesex,25,017,100
01772,1,MA,Southborough,Worcester,25,027,100
01773,1,MA,Lincoln,Middlesex,25,017,100
01775,1,MA,Stow,Middlesex,25,017,100
01776,1,MA,Sudbury,Middlesex,25,017,100
01778,1,MA,Wayland,Middlesex,25,017,100
01784,1,MA,Woodville,Middlesex,25,017,100
01801,1,MA,Woburn,Middlesex,25,017,100
01803,1,MA,Burlington,Middlesex,25,017,100
01805,1,MA,Burlington,Middlesex,25,017,100
01810,1,MA,Andover,Essex,25,009,100
01812,1,MA,Andover,Essex,25,009,100
01813,1,MA,Woburn,Middlesex,25,017,100
01815,1,MA,Woburn,Middlesex,25,017,100
01821,1,MA,Billerica,Middlesex,25,017,100
01822,1,MA,Billerica,Middlesex,25,017,100
01824,1,MA,Chelmsford,Middlesex,25,017,100
01826,1,MA,Dracut,Middlesex,25,017,100
01827,1,MA,Dunstable,Middlesex,25,017,100
01830,1,MA,Haverhill,Essex,25,009,100
01831,1,MA,Haverhill,Essex,25,009,100
01832,1,MA,Haverhill,Essex,25,009,100
01833,1,MA,Georgetown,Essex,25,009,100
01834,1,MA,Groveland,Essex,25,009,100
01835,1,MA,Haverhill,Essex,25,009,100
01840,1,MA,Lawrence,Essex,25,009,100
01841,1,MA,Lawrence,Essex,25,009,100
01842,1,MA,Lawrence,Essex,25,009,100
01843,1,MA,Lawrence,Essex,25,009,100
01844,1,MA,Methuen,Essex,25,009,100
01845,1,MA,North Andover,Essex,25,009,100
01850,1,MA,Lowell,Middlesex,25,017,100
01851,1,MA,Lowell,Middlesex,25,017,100
01852,1,MA,Lowell,Middlesex,25,017,100
01853,1,MA,Lowell,Middlesex,25,017,100
01854,1,MA,Lowell,Middlesex,25,017,100
01860,1,MA,Merrimac,Essex,25,009,100
01862,1,MA,North Billerica,Middlesex,25,017,100
01863,1,MA,North Chelmsford,Middlesex,25,017,100
01864,1,MA,North Reading,Middlesex,25,017,100
01865,1,MA,Nutting Lake,Middlesex,25,017,100
01866,1,MA,Pinehurst,Middlesex,25,017,100
01867,1,MA,Reading,Middlesex,25,017,100
